movieId,year,rating
7,2009,3.1666666666666665
7,2012,4.0
7,2013,4.5
7,2016,1.0
7,2018,2.5
8,1996,3.0
8,1997,3.6666666666666665
8,1998,2.0
8,2000,3.0
8,2003,1.0
8,2007,3.0
9,1996,3.0
9,1997,3.5
9,1998,3.0
9,2000,3.0
9,2005,2.0
9,2011,2.5
9,2018,1.5
10,1996,3.769230769230769
10,1997,3.275
10,1998,3.5
10,1999,3.0
10,2000,3.1666666666666665
10,2001,2.909090909090909
10,2002,4.333333333333333
10,2003,3.5833333333333335
10,2004,3.25
10,2005,3.8
10,2006,3.0
10,2007,3.8125
10,2008,3.857142857142857
10,2009,3.75
10,2010,3.625
10,2012,3.3333333333333335
10,2013,4.5
10,2014,3.5
10,2015,5.0
10,2016,4.0
10,2017,3.3333333333333335
10,2018,3.5
10,2019,3.25
11,1996,4.142857142857143
11,1997,3.9545454545454546
11,1998,4.5
11,2000,3.4
11,2001,3.2857142857142856
11,2002,3.0
11,2003,3.75
11,2004,4.0
11,2005,3.875
11,2007,3.5
11,2009,4.5
11,2010,3.0
11,2012,1.5
11,2013,3.0
11,2016,3.0
11,2018,2.5
11,2019,4.0
12,1997,2.625
12,1998,1.0
12,2000,3.0
12,2001,1.25
12,2002,2.0
12,2007,3.5
12,2012,5.0
12,2017,4.0
12,2018,1.5
13,1996,3.0
13,1997,3.0
13,1999,4.0
13,2001,2.5
13,2003,4.0
13,2016,3.0
13,2017,3.0
14,1996,3.5
14,1997,3.923076923076923
14,1998,4.0
14,2004,4.0
14,2006,3.0
15,1996,3.5
15,1997,3.0
15,2000,3.0
15,2001,2.0
15,2007,3.5
15,2018,1.5
16,1996,4.0
16,1997,3.857142857142857
16,1998,4.0
16,2000,4.0
16,2001,3.75
16,2002,5.0
16,2003,3.875
16,2004,1.75
16,2005,3.5833333333333335
16,2006,3.3
16,2007,4.214285714285714
16,2008,4.5
16,2009,4.0
16,2011,4.25
16,2012,4.5
16,2013,3.5
16,2014,4.0
16,2015,4.5
16,2016,4.285714285714286
16,2017,4.166666666666667
16,2018,4.0
16,2019,3.75
17,1996,4.2
17,1997,3.75
17,1998,3.0
17,2000,3.7777777777777777
17,2001,5.0
17,2003,3.8333333333333335
17,2004,4.0
17,2005,4.5
17,2006,4.0
17,2007,3.625
17,2008,4.0
17,2009,3.5
17,2010,3.5
17,2012,4.5
17,2013,5.0
17,2015,3.5
17,2016,3.3333333333333335
17,2017,0.5
17,2018,2.0
18,1997,4.0
18,1998,4.0
18,2000,3.0
18,2003,5.0
18,2005,3.75
18,2007,4.0
18,2008,3.0
18,2009,4.0
18,2012,2.75
18,2015,4.0
18,2016,5.0
18,2017,4.0
18,2018,3.0
18,2019,2.0
19,1996,2.5
19,1997,2.8
19,2000,1.0
19,2001,2.3333333333333335
19,2002,2.0
19,2003,2.0
19,2005,2.65
19,2006,3.0
19,2007,2.642857142857143
19,2008,3.1666666666666665
19,2009,3.5
19,2010,2.75
19,2012,1.6666666666666667
19,2013,2.5
19,2014,3.5
19,2015,2.7
19,2016,2.9285714285714284
19,2017,4.25
19,2018,3.25
20,1996,1.0
20,1997,1.75
20,2000,2.0
20,2002,2.5
20,2007,3.5
20,2009,3.5
20,2010,3.5
20,2012,3.5
20,2013,3.5
20,2018,1.5
21,1996,3.888888888888889
21,1997,3.3529411764705883
21,1998,3.5
21,2000,4.333333333333333
21,2001,3.4545454545454546
21,2002,3.0
21,2003,3.75
21,2005,3.9
21,2006,3.75
21,2007,2.5
21,2008,3.3333333333333335
21,2009,3.5
21,2012,2.5
21,2015,1.0
21,2017,2.0
21,2018,3.0
22,1996,3.75
22,1997,3.25
22,1999,2.0
22,2000,3.0
22,2001,2.0
22,2002,5.0
22,2003,3.0
22,2004,3.5
22,2005,2.6666666666666665
22,2007,3.6666666666666665
22,2008,2.0
22,2012,3.5
22,2015,3.0
22,2019,3.0
23,1996,4.0
23,1997,3.3333333333333335
23,2000,2.0
23,2001,3.0
23,2003,3.5
23,2007,3.5
23,2009,2.6666666666666665
23,2010,3.0
23,2018,1.0
24,1997,3.5714285714285716
24,2000,2.75
24,2001,3.3333333333333335
24,2002,5.0
24,2003,3.3333333333333335
24,2004,2.75
24,2005,2.0
24,2007,3.5
24,2008,3.0
24,2009,2.0
24,2012,2.5
24,2018,2.5
25,1996,3.8
25,1997,3.78125
25,1998,4.0
25,2000,3.6666666666666665
25,2001,2.25
25,2002,4.0
25,2003,4.25
25,2005,2.875
25,2006,3.25
25,2007,3.642857142857143
25,2011,4.166666666666667
25,2012,4.5
25,2014,4.0
25,2015,1.0
25,2018,2.75
26,1996,4.0
26,1997,3.6
26,2004,4.0
26,2005,2.5
26,2006,3.5
26,2007,3.0
26,2009,4.0
26,2018,2.5
27,1997,4.0
27,2000,2.0
27,2004,2.0
27,2008,2.5
27,2013,4.5
27,2015,3.0
28,1997,5.0
28,2000,5.0
28,2005,4.5
28,2007,4.0
28,2010,4.0
28,2013,4.5
28,2016,3.0
29,1997,3.75
29,2000,5.0
29,2001,3.5
29,2002,4.0
29,2003,4.25
29,2005,4.083333333333333
29,2006,4.5
29,2007,3.875
29,2009,4.333333333333333
29,2011,3.75
29,2012,5.0
29,2013,4.25
29,2015,3.5
29,2018,3.5
30,2001,4.0
30,2003,2.5
31,1996,3.6666666666666665
31,1997,3.6363636363636362
31,1998,2.0
31,2000,3.0
31,2003,3.5
31,2004,2.0
31,2005,2.75
31,2007,2.75
31,2008,1.5
31,2009,2.5
31,2011,2.25
31,2013,3.0
31,2014,4.0
31,2016,4.25
31,2017,2.75
31,2018,2.75
31,2019,4.0
32,1996,4.3
32,1997,3.872340425531915
32,1998,3.6666666666666665
32,1999,4.0
32,2000,4.0
32,2001,4.166666666666667
32,2002,3.0
32,2003,4.15
32,2004,4.0
32,2005,4.0625
32,2006,3.75
32,2007,4.277777777777778
32,2008,3.8333333333333335
32,2009,4.388888888888889
32,2010,3.6
32,2011,4.75
32,2012,4.0
32,2013,4.1
32,2014,3.6666666666666665
32,2015,3.8333333333333335
32,2016,4.076923076923077
32,2017,3.9
32,2018,3.0
32,2019,3.5
34,1996,4.1
34,1997,4.029411764705882
34,1998,4.0
34,2000,4.0
34,2001,4.181818181818182
34,2002,2.25
34,2003,3.8333333333333335
34,2004,3.625
34,2005,3.3333333333333335
34,2006,3.0
34,2007,3.1666666666666665
34,2008,3.0
34,2009,2.7
34,2010,3.5
34,2011,3.0
34,2012,2.0
34,2013,4.0
34,2015,3.25
34,2016,3.0
34,2017,3.6666666666666665
34,2018,2.5
34,2019,3.3333333333333335
36,1996,5.0
36,1997,4.032258064516129
36,1998,2.6666666666666665
36,1999,4.0
36,2000,4.0
36,2001,4.0
36,2002,4.0
36,2003,5.0
36,2004,3.75
36,2005,3.75
36,2006,3.5
36,2007,3.75
36,2008,4.5
36,2009,3.0
36,2010,3.5
36,2012,3.5
36,2013,4.25
36,2015,2.8333333333333335
36,2016,4.0
36,2018,0.5
38,2000,2.0
38,2002,3.0
38,2005,1.0
38,2015,2.5
39,1996,2.6363636363636362
39,1997,3.4285714285714284
39,1998,3.0
39,1999,1.0
39,2000,3.4444444444444446
39,2001,3.25
39,2002,2.5
39,2003,4.0
39,2004,3.5
39,2005,2.9
39,2006,3.5
39,2007,3.142857142857143
39,2008,2.6666666666666665
39,2009,4.0
39,2010,3.5
39,2012,3.5
39,2013,4.333333333333333
39,2015,4.0
39,2016,4.0
39,2017,3.6
39,2018,2.5
39,2019,4.0
40,1997,5.0
40,2004,3.5
41,1996,3.0
41,1997,3.5
41,1998,4.0
41,1999,4.0
41,2000,4.5
41,2003,3.75
41,2005,3.75
41,2007,4.0
41,2018,2.5
42,1997,3.0
42,2000,2.5
42,2001,2.0
42,2002,4.0
42,2009,4.0
42,2018,3.0
43,1997,3.5
43,2000,2.0
43,2001,3.0
43,2004,3.5
43,2018,3.0
44,1996,2.75
44,1997,2.6363636363636362
44,1999,2.0
44,2000,2.0
44,2001,2.4
44,2002,4.0
44,2003,1.5
44,2005,2.2
44,2007,3.5
44,2008,2.0
44,2009,2.5
44,2011,2.25
44,2014,1.0
44,2016,3.5
44,2017,3.1666666666666665
44,2018,2.5
44,2019,2.5
45,1996,4.0
45,1997,3.3
45,2000,3.2
45,2001,3.6666666666666665
45,2002,4.0
45,2003,2.5
45,2004,3.0
45,2005,3.375
45,2006,4.0
45,2007,3.0
45,2018,2.5
46,1996,3.0
46,1997,3.3333333333333335
46,1999,5.0
46,2000,1.3333333333333333
46,2001,3.0
46,2004,3.0
46,2005,4.5
46,2007,4.0
46,2009,3.0
46,2012,3.5
47,1996,3.933333333333333
47,1997,3.871794871794872
47,1998,5.0
47,1999,4.0
47,2000,3.125
47,2001,4.0
47,2002,4.5
47,2003,3.5
47,2004,4.0
47,2005,4.416666666666667
47,2006,4.666666666666667
47,2007,3.9318181818181817
47,2008,4.0
47,2009,3.7916666666666665
47,2010,4.0
47,2011,4.0
47,2012,4.0
47,2013,4.25
47,2014,3.8333333333333335
47,2015,4.25
47,2016,4.2
47,2017,4.136363636363637
47,2018,3.888888888888889
47,2019,4.5
48,1996,3.6666666666666665
48,1997,3.076923076923077
48,1998,2.0
48,2000,3.5
48,2001,2.25
48,2002,5.0
48,2003,4.0
48,2004,3.5
48,2005,2.0833333333333335
48,2006,3.8333333333333335
48,2007,3.142857142857143
48,2009,2.5
48,2010,3.5
48,2012,4.0
48,2013,3.8333333333333335
48,2014,3.0
48,2015,3.875
48,2016,2.9
48,2017,2.8333333333333335
48,2018,2.75
49,2001,3.0
50,1996,4.333333333333333
50,1997,3.935483870967742
50,1998,5.0
50,1999,5.0
50,2000,4.3076923076923075
50,2001,4.428571428571429
50,2002,5.0
50,2003,4.5
50,2004,4.25
50,2005,4.2727272727272725
50,2006,4.4
50,2007,4.107142857142857
50,2008,4.6875
50,2009,4.277777777777778
50,2010,4.8
50,2011,4.333333333333333
50,2012,3.9166666666666665
50,2013,4.318181818181818
50,2014,4.071428571428571
50,2015,3.642857142857143
50,2016,4.46875
50,2017,4.333333333333333
50,2018,3.7222222222222223
50,2019,4.3
52,1996,3.5
52,1997,3.642857142857143
52,1998,4.0
52,2000,3.5
52,2001,2.75
52,2002,4.0
52,2005,3.5
52,2006,3.0
52,2009,3.5
52,2018,3.0
53,1998,5.0
53,2001,5.0
54,1997,4.0
54,2001,2.0
54,2003,1.0
55,1997,4.0
57,1997,3.5
57,2000,3.0
57,2001,2.0
57,2004,3.0
57,2018,2.5
58,1996,4.5
58,1997,4.444444444444445
58,1999,4.5
58,2000,4.25
58,2001,3.6666666666666665
58,2003,3.75
58,2004,4.0
58,2005,3.3
58,2006,3.5
58,2007,2.75
58,2008,4.75
58,2011,5.0
60,1996,4.0
60,1997,3.6666666666666665
60,1998,1.0
60,2000,3.0
60,2001,2.25
60,2002,4.0
60,2004,4.0
60,2005,2.5
60,2007,2.5
60,2010,3.0
60,2014,3.0
60,2015,3.5
60,2016,3.0
60,2017,4.0
60,2018,2.0
61,1997,4.0
61,2018,2.5
62,1996,4.833333333333333
62,1997,3.861111111111111
62,1998,4.0
62,2000,3.0
62,2001,3.0
62,2003,3.5
62,2004,5.0
62,2005,3.5
62,2007,3.0
62,2008,3.0
62,2009,3.375
62,2010,3.75
62,2011,3.0
62,2013,3.0
62,2015,2.5
62,2016,4.5
62,2017,3.25
62,2018,3.5
62,2019,4.0
63,1997,3.0
63,1999,3.0
63,2005,2.0
63,2013,4.0
64,1997,3.0
64,2000,1.0
64,2001,2.0
65,1997,3.0
65,1998,3.0
65,2000,1.5
65,2001,2.25
65,2002,2.3333333333333335
65,2003,1.0
65,2005,2.5
65,2007,3.0
65,2008,1.75
65,2009,3.5
65,2010,1.5
65,2012,4.5
65,2013,2.0
65,2018,2.75
66,1997,3.2
66,1998,3.0
66,2002,2.0
66,2003,1.0
66,2008,0.5
68,1997,3.6666666666666665
68,2000,2.0
68,2007,4.0
69,1996,3.0
69,1997,4.0
69,1999,4.0
69,2000,4.25
69,2001,4.0
69,2002,5.0
69,2003,3.0
69,2005,3.5
69,2007,3.125
69,2012,3.5
69,2013,4.5
69,2017,5.0
69,2018,2.5
70,1996,4.0
70,1998,3.0
70,1999,2.5
70,2000,3.3333333333333335
70,2001,2.909090909090909
70,2002,4.0
70,2003,2.5
70,2004,4.25
70,2005,3.125
70,2006,3.5
70,2007,3.9375
70,2008,3.375
70,2009,5.0
70,2011,4.0
70,2012,5.0
70,2013,4.0
70,2014,2.0
70,2015,3.5
70,2016,4.0
70,2017,4.5
70,2018,3.5
70,2019,4.0
71,1998,2.0
71,2000,2.0
71,2001,1.0
71,2005,2.0
71,2006,1.5
72,1996,4.0
72,2000,4.0
72,2001,3.0
72,2008,2.0
72,2009,1.0
72,2013,4.0
72,2015,4.5
73,1996,4.0
73,1997,3.0
73,1999,4.0
73,2001,3.0
73,2004,4.0
73,2005,2.5
73,2007,4.0
73,2009,3.75
73,2010,3.0
73,2012,4.0
73,2018,3.0
74,1997,4.4
74,2001,3.0
74,2005,4.0
75,1997,3.0
75,2001,3.0
75,2003,1.0
75,2018,1.0
76,1996,4.0
76,1997,3.4285714285714284
76,2001,4.0
76,2003,2.25
76,2008,4.0
76,2009,5.0
76,2017,3.0
76,2018,2.5
77,2000,4.0
78,1997,3.5
78,2000,3.0
79,1997,3.3636363636363638
79,1999,1.0
79,2001,1.6666666666666667
79,2007,2.0
79,2018,2.0
80,2003,4.0
80,2007,4.0
81,1997,3.4
81,1998,2.0
81,2000,3.0
81,2001,3.0
81,2003,3.5
81,2009,3.5
81,2017,3.0
81,2018,2.5
82,1996,5.0
82,1997,5.0
82,2001,1.0
82,2003,5.0
82,2006,2.5
82,2007,4.0
82,2011,3.5
83,1997,3.0
85,1996,5.0
85,1997,3.6666666666666665
85,2000,3.0
85,2001,5.0
86,1997,4.0
86,1998,5.0
86,2000,3.6666666666666665
86,2001,4.0
86,2002,4.0
86,2007,3.5
87,1997,3.0
87,2000,3.0
87,2001,2.0
87,2003,3.0
87,2007,3.0
87,2008,3.0
87,2018,0.5
88,1997,4.0
88,2000,3.0
88,2001,4.0
88,2005,2.8333333333333335
88,2007,3.5
88,2008,3.5
88,2011,4.0
88,2012,3.5
88,2018,1.25
89,1997,4.0
89,2000,3.5
89,2001,3.0
89,2003,3.0
89,2005,4.0
89,2007,2.5
89,2013,3.5
89,2018,2.5
92,1996,3.0
92,1997,2.5
92,2000,2.0
92,2001,2.0
92,2004,3.5
92,2005,2.0
92,2007,3.5
93,1996,4.0
93,1997,3.3333333333333335
93,2001,1.0
93,2005,2.5
93,2007,3.5
93,2009,3.0
93,2018,1.5
94,1996,4.0
94,1997,4.0
94,1998,4.0
94,2000,4.5
94,2003,3.0
94,2004,4.0
94,2008,3.5
95,1996,3.625
95,1997,3.358974358974359
95,1998,4.5
95,1999,2.0
95,2000,2.75
95,2001,1.75
95,2002,2.5
95,2004,2.5
95,2005,2.75
95,2007,2.375
95,2008,1.5
95,2009,2.75
95,2010,2.0
95,2012,1.5
95,2013,3.5
95,2017,3.25
95,2018,2.1666666666666665
96,2003,3.5
97,1997,5.0
97,2001,4.0
97,2004,4.5
97,2007,3.0
97,2008,4.5
97,2015,3.75
97,2016,3.5
97,2017,4.0
97,2018,3.0
99,1996,5.0
99,2000,5.0
100,1997,3.111111111111111
100,1999,1.0
100,2003,2.5
100,2010,3.0
100,2018,2.0
101,2000,4.5
101,2001,4.5
101,2002,1.0
101,2003,5.0
101,2004,3.5
101,2005,3.5
101,2006,4.0
101,2007,5.0
101,2008,4.5
101,2009,4.0
101,2010,3.5
101,2011,3.0
101,2014,3.0
101,2015,4.0
101,2018,2.75
102,1997,2.75
102,2001,1.0
103,1997,3.0
104,1996,3.0
104,1997,3.7058823529411766
104,1998,4.0
104,1999,4.0
104,2000,4.4
104,2001,2.8333333333333335
104,2002,4.0
104,2003,2.6666666666666665
104,2004,3.5
104,2005,3.0555555555555554
104,2006,2.5
104,2007,3.5
104,2008,3.8
104,2009,3.642857142857143
104,2010,3.5
104,2011,0.5
104,2012,4.0
104,2013,3.5
104,2015,4.0
104,2016,3.5
104,2017,3.125
104,2018,3.357142857142857
105,1996,3.4
105,1997,3.0
105,2000,3.0
105,2001,4.0
105,2003,4.0
105,2004,3.0
105,2005,2.75
105,2007,3.5
105,2012,4.5
105,2015,3.0
106,2001,4.0
107,1996,3.5
107,1997,3.5
107,2000,3.5
107,2001,2.6666666666666665
107,2002,4.0
107,2003,3.25
107,2005,3.0
107,2008,3.0
107,2010,3.25
107,2011,5.0
107,2013,3.0
107,2015,3.5
107,2016,3.0
107,2017,3.1666666666666665
107,2018,3.5
108,2000,4.0
110,1996,4.285714285714286
110,1997,4.26
110,1998,4.5
110,1999,5.0
110,2000,4.133333333333334
110,2001,4.3125
110,2002,4.714285714285714
110,2003,3.8125
110,2004,4.25
110,2005,3.4444444444444446
110,2006,3.9166666666666665
110,2007,3.5789473684210527
110,2008,3.7
110,2009,3.875
110,2010,3.875
110,2011,4.0
110,2012,4.166666666666667
110,2013,3.75
110,2014,4.666666666666667
110,2015,3.5
110,2016,3.6666666666666665
110,2017,3.611111111111111
110,2018,3.75
110,2019,4.666666666666667
111,1996,4.2
111,1997,4.4
111,1998,3.0
111,1999,3.0
111,2000,4.5
111,2001,4.111111111111111
111,2002,3.0
111,2003,4.416666666666667
111,2005,4.428571428571429
111,2006,4.0
111,2007,3.8125
111,2008,4.375
111,2009,4.25
111,2010,3.6666666666666665
111,2011,4.1
111,2012,3.6666666666666665
111,2013,4.0
111,2014,4.666666666666667
111,2015,4.833333333333333
111,2016,3.8461538461538463
111,2017,3.8333333333333335
111,2018,3.75
111,2019,4.5
112,1996,4.333333333333333
112,1997,3.6
112,1998,2.6666666666666665
112,2000,3.5
112,2001,3.0
112,2002,4.5
112,2003,3.5
112,2005,3.5
112,2006,3.5
112,2007,3.25
112,2008,3.5
112,2010,2.5
112,2017,4.0
112,2018,5.0
113,1997,3.3333333333333335
116,1997,4.333333333333333
116,2001,3.0
116,2003,3.5
117,1996,3.0
118,2000,2.0
118,2001,3.0
119,1997,3.0
119,2000,3.0
121,1996,4.0
121,2000,4.0
122,1996,3.0
122,1997,3.0
122,2000,2.0
122,2001,1.0
122,2002,2.5
122,2005,3.0
122,2013,3.0
122,2014,2.5
123,2000,3.0
123,2007,5.0
123,2013,5.0
123,2016,4.5
125,1996,1.0
125,1997,3.3333333333333335
125,2000,4.0
125,2001,4.666666666666667
125,2005,2.5
125,2006,4.0
125,2009,3.5
126,1996,3.0
126,1997,2.5
126,2001,1.3333333333333333
126,2002,2.0
128,2005,3.0
129,2001,2.0
132,1996,3.5
132,1997,3.0
132,2000,2.0
132,2001,2.0
135,1997,3.142857142857143
135,1998,3.0
135,2000,1.5
135,2001,3.0
135,2002,3.0
135,2003,1.0
135,2005,3.0
135,2007,2.0
135,2009,4.25
135,2010,2.0
135,2011,4.0
135,2012,3.5
135,2013,3.5
137,1997,3.0
140,1996,3.5
140,1997,3.5555555555555554
140,2003,2.5
140,2005,4.0
140,2007,3.0
140,2010,3.5
141,1996,4.0
141,1997,3.6923076923076925
141,1998,3.5
141,1999,1.0
141,2000,3.5
141,2001,3.0
141,2002,2.5
141,2003,4.0
141,2004,4.0
141,2005,3.3
141,2007,3.4
141,2008,3.25
141,2009,3.6666666666666665
141,2010,3.5
141,2011,3.5
141,2012,3.5
141,2013,3.0
141,2014,4.0
141,2016,3.0
141,2017,2.0
141,2018,3.6666666666666665
141,2019,3.5
144,1996,4.0
144,1997,3.25
144,1998,2.0
144,2000,3.0
144,2002,4.0
144,2010,4.5
144,2018,2.5
145,1996,3.3333333333333335
145,1997,3.4444444444444446
145,2000,2.3333333333333335
145,2001,3.5
145,2002,4.0
145,2004,4.0
145,2005,3.7
145,2006,3.0
145,2007,1.875
145,2008,3.25
145,2009,2.75
145,2010,3.5
145,2013,4.0
145,2014,3.0
145,2016,3.75
145,2017,3.3333333333333335
145,2018,3.5
146,1996,3.0
146,1997,4.0
146,2003,3.0
147,1997,3.5
147,2000,4.0
147,2007,3.5
147,2008,3.0
147,2009,2.75
147,2012,5.0
147,2015,4.5
147,2016,3.5
147,2017,3.5
147,2018,2.5
148,1996,5.0
149,2001,2.0
150,1996,4.086956521739131
150,1997,3.8947368421052633
150,1998,4.0
150,1999,4.333333333333333
150,2000,4.2
150,2001,4.1
150,2002,4.25
150,2003,3.25
150,2004,3.75
150,2005,3.6
150,2006,3.9
150,2007,3.65
150,2008,3.2222222222222223
150,2009,3.7857142857142856
150,2010,4.625
150,2011,3.25
150,2012,2.25
150,2013,3.888888888888889
150,2014,4.125
150,2015,3.5
150,2016,3.85
150,2017,3.5
150,2018,3.2
150,2019,3.75
151,1996,3.857142857142857
151,1997,3.8461538461538463
151,1999,4.0
151,2000,4.25
151,2001,4.0
151,2003,2.75
151,2004,4.0
151,2005,2.0
151,2006,2.5
151,2007,2.5
151,2008,1.5
151,2009,3.0
151,2012,3.5
151,2013,4.0
151,2015,3.5
152,2001,2.0
152,2017,1.0
153,1996,3.0
153,1997,3.204081632653061
153,1998,3.0
153,1999,3.0
153,2000,2.7777777777777777
153,2001,2.4444444444444446
153,2002,3.0
153,2003,3.25
153,2004,3.0
153,2005,2.8333333333333335
153,2006,3.5
153,2007,2.357142857142857
153,2008,2.4
153,2010,3.125
153,2011,3.0
153,2012,3.25
153,2013,2.5
153,2015,2.0
153,2016,2.3
153,2017,3.0
153,2018,2.0
153,2019,2.5
154,1997,3.0
154,2000,4.5
154,2001,4.0
154,2003,4.0
154,2005,4.25
154,2007,4.0
154,2015,3.0
154,2016,4.0
155,1996,4.0
155,1997,4.0
155,2000,1.0
155,2001,1.0
155,2004,2.0
155,2018,2.5
156,2001,2.0
156,2003,4.0
156,2007,4.0
157,1997,2.0
157,1998,3.0
157,2000,3.0
157,2001,4.0
157,2002,2.0
157,2003,3.0
157,2007,4.0
157,2008,2.0
157,2018,1.5
158,1996,3.3333333333333335
158,1997,3.4545454545454546
158,2000,2.6666666666666665
158,2001,2.1666666666666665
158,2002,4.0
158,2003,3.0
158,2004,1.0
158,2005,2.3
158,2006,3.0
158,2007,2.6
158,2008,1.0
158,2009,3.0
158,2010,1.0
158,2011,2.75
158,2013,3.5
158,2015,3.25
158,2016,2.75
158,2017,2.8333333333333335
158,2018,1.0
159,1996,2.3333333333333335
159,1997,3.0
159,1998,2.0
159,2000,2.0
159,2005,4.5
159,2007,3.5
159,2015,4.0
159,2017,3.5
159,2018,2.5
160,1996,3.0
160,1997,3.1052631578947367
160,2000,2.6666666666666665
160,2001,1.6666666666666667
160,2003,1.0
160,2004,3.0
160,2005,2.8
160,2007,2.8333333333333335
160,2009,2.5
160,2012,2.5
160,2013,4.5
160,2016,3.25
160,2017,3.0
160,2018,2.5
161,1996,3.761904761904762
161,1997,3.7954545454545454
161,1998,4.0
161,1999,2.0
161,2000,3.25
161,2001,3.4
161,2002,4.0
161,2003,3.25
161,2004,3.5
161,2005,3.0
161,2007,3.6666666666666665
161,2009,2.0
161,2010,4.0
161,2012,4.0
161,2013,5.0
161,2014,3.0
161,2015,2.5
161,2016,3.5
161,2018,2.5
161,2019,4.25
162,1996,5.0
162,2000,4.25
162,2001,4.0
162,2002,4.0
162,2003,4.5
162,2005,4.5
162,2006,4.0
162,2007,4.0
162,2012,3.5
162,2019,4.0
163,1996,3.142857142857143
163,1997,3.1538461538461537
163,1998,3.0
163,2000,4.333333333333333
163,2001,3.5
163,2002,3.8
163,2003,3.25
163,2004,3.75
163,2005,3.6
163,2006,4.5
163,2007,3.2
163,2008,4.333333333333333
163,2009,4.5
163,2010,3.25
163,2013,4.0
163,2016,4.333333333333333
163,2017,3.6666666666666665
163,2018,3.5
164,1996,3.0
164,1997,3.6666666666666665
164,1998,3.0
164,1999,2.0
164,2000,3.6666666666666665
164,2001,3.5
164,2018,2.5
165,1996,3.7
165,1997,3.5918367346938775
165,1998,4.0
165,1999,3.0
165,2000,2.6666666666666665
165,2001,3.125
165,2002,2.3333333333333335
165,2003,2.5
165,2004,3.75
165,2005,3.5833333333333335
165,2006,3.5
165,2007,3.625
165,2008,3.6
165,2009,3.7777777777777777
165,2010,3.1666666666666665
165,2011,5.0
165,2012,2.8333333333333335
165,2013,3.8333333333333335
165,2014,4.0
165,2015,3.75
165,2016,4.142857142857143
165,2017,3.6666666666666665
165,2018,3.5
166,2000,3.0
166,2001,4.0
166,2003,1.5
168,1996,3.2857142857142856
168,1997,3.473684210526316
168,1998,4.0
168,2000,3.0
168,2001,2.0
168,2002,3.0
168,2003,3.0
168,2005,2.3125
168,2006,3.75
168,2007,3.0
168,2008,0.5
168,2009,3.0
168,2010,4.0
168,2012,2.5
168,2018,1.5
168,2019,3.5
169,1996,3.0
169,1997,2.6666666666666665
169,2002,2.0
169,2005,0.5
169,2013,1.0
169,2016,3.5
170,1996,3.3333333333333335
170,1997,3.0
170,1999,2.5
170,2000,3.6666666666666665
170,2001,2.3333333333333335
170,2002,3.5
170,2003,2.75
170,2004,3.0
170,2005,4.125
170,2007,3.1666666666666665
170,2008,2.75
170,2009,4.0
170,2010,2.5
170,2011,3.0
170,2014,2.0
170,2016,4.75
170,2018,3.0
171,1997,4.0
171,2000,3.0
171,2001,4.0
172,1996,2.2857142857142856
172,1997,3.090909090909091
172,1998,2.0
